full_name;sex;birth_year;city;country;continent;occupation;industry;domain;article_languages;page_views;average_views;historical_popularity_index
Jeff Dunham;Male;1962;Dallas;United States;North America;Comedian;Film And Theatre;Arts;27;6179958;228887;189.369
Jürgen Klopp;Male;1967;Stuttgart;Germany;Europe;Coach;Team Sports;Sports;27;3665708;135767;189.334
Wes Anderson;Male;1969;Houston;United States;North America;Film Director;Film And Theatre;Arts;32;6322953;197592;189.324
Willem-Alexander, Prince of Orange;Male;1967;Utrecht;Netherlands;Europe;Politician;Government;Institutions;41;2224261;54250;189.317
Corbin Bleu;Male;1989;New York;United States;North America;Actor;Film And Theatre;Arts;193;6736571;34905;18.931
Carla Gugino;Female;1971;Sarasota;United States;North America;Actor;Film And Theatre;Arts;29;9151466;315568;189.258
Javier Saviola;Male;1981;Buenos Aires;Argentina;South America;Soccer Player;Team Sports;Sports;42;4715369;112271;189.201
Channing Tatum;Male;1980;Cullman;United States;North America;Actor;Film And Theatre;Arts;36;33586668;932963;189.155
Rob Van Dam;Male;1970;Battle Creek;United States;North America;Wrestler;Individual Sports;Sports;26;8297485;319134;189.143
Andrés Escobar;Male;1967;Medellín;Colombia;South America;Soccer Player;Team Sports;Sports;33;3008305;91161;189.133
Timothy D. Cook;Male;1960;Mobile;United States;North America;Businessperson;Business;Business & Law;30;3583585;119453;189.107
Paulina Rubio;Female;1971;Mexico City;Mexico;North America;Singer;Music;Arts;36;4676040;129890;189.103
Zhang Ziyi;Female;1979;Beijing;China;Asia;Actor;Film And Theatre;Arts;43;7541293;175379;189.076
James Franco;Male;1978;San Francisco-Bay Area;United States;North America;Actor;Film And Theatre;Arts;43;26327644;612271;189.072
Zooey Deschanel;Female;1980;Los Angeles;United States;North America;Actor;Film And Theatre;Arts;39;33206930;851460;189.052
Elisha Cuthbert;Female;1982;Calgary;Canada;North America;Actor;Film And Theatre;Arts;40;13121735;328043;189.034
Ismail Haniya;Male;1963;Al-Shati;Saudi Arabia;Asia;Politician;Government;Institutions;32;791525;24735;189.006
Anne Hathaway;Female;1982;New York;United States;North America;Actor;Film And Theatre;Arts;59;22832307;386988;189.004
Elizabeth Mitchell;Female;1970;Los Angeles;United States;North America;Actor;Film And Theatre;Arts;30;4726812;157560;188.975
Tigran Sargsyan;Male;1960;Vanadzor;Armenia;Asia;Politician;Government;Institutions;33;263691;7991;188.966
Andris Bērziņš;Male;1944;Nītaure parish;Latvia;Europe;Politician;Government;Institutions;31;23026;743;188.952
Arundhati Roy;Female;1961;Assam;India;Asia;Writer;Language;Humanities;38;2400875;63181;188.951
Andrey Korotayev;Male;1961;Moscow;Russia;Europe;Anthropologist;Social Sciences;Science & Technology;41;196013;4781;188.934
Ali Larter;Female;1976;Cherry Hill;United States;North America;Actor;Film And Theatre;Arts;37;9000755;243264;188.917
Marcelo Salas;Male;1974;Temuco;Chile;South America;Soccer Player;Team Sports;Sports;28;1867896;66711;188.914
Jack White;Male;1975;Detroit;United States;North America;Musician;Music;Arts;31;6875985;221806;188.884
Paul Walker;Male;1973;Los Angeles;United States;North America;Actor;Film And Theatre;Arts;35;31764885;907568;188.869
Isiah Thomas;Male;1961;Chicago;United States;North America;Basketball Player;Team Sports;Sports;27;3439955;127406;188.856
Gaizka Mendieta;Male;1974;Bilbao;Spain;Europe;Soccer Player;Team Sports;Sports;28;1768679;63167;188.846
Alfonso Cuarón;Male;1961;Mexico City;Mexico;North America;Film Director;Film And Theatre;Arts;29;2597077;89554;188.722
Maggie Gyllenhaal;Female;1977;New York;United States;North America;Actor;Film And Theatre;Arts;36;11533100;320364;188.707
Juan Román Riquelme;Male;1978;Buenos Aires;Argentina;South America;Soccer Player;Team Sports;Sports;38;5140307;135271;188.694
Andre Geim;Male;1958;Sochi;Russia;Europe;Physicist;Natural Sciences;Science & Technology;45;1065514;23678;18.868
Yegor Gaidar;Male;1956;Moscow;Russia;Europe;Politician;Government;Institutions;39;487157;12491;18.865
Yingluck Shinawatra;Female;1967;San Kamphaeng;Thailand;Asia;Businessperson;Business;Business & Law;42;3560840;84782;18.864
Emil Boc;Male;1966;Mărgău;Romania;Europe;Politician;Government;Institutions;46;528463;11488;188.619
Dimitris P. Kraniotis;Male;1966;Stomio;Greece;Europe;Writer;Language;Humanities;35;89472;2556;188.614
José María Gutiérrez;Male;1976;Torrejón de Ardoz;Spain;Europe;Soccer Player;Team Sports;Sports;38;2354458;61959;188.609
Anousheh Ansari;Female;1966;Mashhad;Iran;Asia;Engineer;Engineering;Science & Technology;28;894871;31960;188.602
Mauro Camoranesi;Male;1976;Tandil;Argentina;South America;Soccer Player;Team Sports;Sports;39;2865705;73480;18.859
Shunsuke Nakamura;Male;1978;Yokohama;Japan;Asia;Soccer Player;Team Sports;Sports;41;4660648;113674;188.572
Alex Salmond;Male;1954;Linlithgow;United Kingdom;Europe;Politician;Government;Institutions;30;1060861;35362;188.547
Lars Løkke Rasmussen;Male;1964;Vejle;Denmark;Europe;Politician;Government;Institutions;43;700310;16286;188.522
Haile Gebrselassie;Male;1973;Asella;Ethiopia;Africa;Athlete;Individual Sports;Sports;47;2910944;61935;188.519
Glenn Hoddle;Male;1957;London;United Kingdom;Europe;Soccer Player;Team Sports;Sports;26;1170350;45013;188.465
Zack Snyder;Male;1966;Green Bay;United States;North America;Film Director;Film And Theatre;Arts;26;5168055;198771;188.424
Martin O'Neill;Male;1952;Kilrea;United Kingdom;Europe;Coach;Team Sports;Sports;26;1603951;61690;188.359
Julie Delpy;Female;1969;Paris;France;Europe;Actor;Film And Theatre;Arts;28;3470766;123956;188.335
Steve McClaren;Male;1961;Fulford;United Kingdom;Europe;Coach;Team Sports;Sports;27;1374183;50896;18.829
Víctor Valdés;Male;1982;L'Hospitalet de Llobregat;Spain;Europe;Soccer Player;Team Sports;Sports;54;5494685;101753;188.285
Denzil Douglas;Male;1953;Saint Paul Capesterre;Saint Kitts And Nevis;North America;Politician;Government;Institutions;26;180456;6941;188.281
Daniel Alves;Male;1983;Juazeiro;Brazil;South America;Soccer Player;Team Sports;Sports;47;5635706;119909;188.272
Vítor Baía;Male;1969;São Pedro da Afurada;Portugal;Europe;Soccer Player;Team Sports;Sports;28;861797;30778;188.242
Richard Burns;Male;1971;Reading;United Kingdom;Europe;Racecar Driver;Individual Sports;Sports;28;1035248;36973;188.218
Neve Campbell;Female;1973;Guelph;Canada;North America;Actor;Film And Theatre;Arts;37;7175289;193927;18.821
Kelly Clarkson;Female;1982;Fort Worth;United States;North America;Singer;Music;Arts;54;16385459;303434;188.207
John Boehner;Male;1949;Reading;United States;North America;Politician;Government;Institutions;34;4144898;121909;188.189
Rush Limbaugh;Male;1951;Cape Girardeau;United States;North America;Presenter;Media Personality;Public Figure;27;6262485;231944;188.165
Jonny Greenwood;Male;1971;Oxford;United Kingdom;Europe;Musician;Music;Arts;29;3231805;111442;188.161
Josh Radnor;Male;1974;Columbus;United States;North America;Actor;Film And Theatre;Arts;31;10522879;339448;188.143
Rogério Ceni;Male;1973;Pato Branco;Brazil;South America;Soccer Player;Team Sports;Sports;29;3141694;108334;188.124
Salman Khan;Male;1965;Indore;India;Asia;Actor;Film And Theatre;Arts;41;21938055;535075;188.118
Enrique Peña Nieto;Male;1966;Atlacomulco;Mexico;North America;Politician;Government;Institutions;38;4730786;124494;188.091
Goodluck Jonathan;Male;1957;Ogbia;Nigeria;Africa;Politician;Government;Institutions;44;2079996;47273;188.088
Briana Banks;Female;1978;Munich;Germany;Europe;Pornographic Actor;Media Personality;Public Figure;26;7229286;278049;188.086
Terrence Howard;Male;1969;Chicago;United States;North America;Actor;Film And Theatre;Arts;28;6114125;218362;18.807
Pedro de la Rosa;Male;1971;Barcelona;Spain;Europe;Racecar Driver;Individual Sports;Sports;38;1016399;26747;188.046
Laetitia Casta;Female;1978;Pont-Audemer;France;Europe;Model;Media Personality;Public Figure;37;5015274;135548;188.039
Jimmy Floyd Hasselbaink;Male;1972;Paramaribo;Suriname;Europe;Soccer Player;Team Sports;Sports;31;1912833;61704;188.038
Matthew Bellamy;Male;1978;Cambridge;United Kingdom;Europe;Musician;Music;Arts;41;8299542;202428;188.035
Alberto Tomba;Male;1966;Bologna;Italy;Europe;Skier;Individual Sports;Sports;28;1205284;43046;187.985
Fedor Emelianenko;Male;1976;Luhansk Oblast;Ukraine;Europe;Martial Arts;Individual Sports;Sports;35;20015675;571876;187.961
Thomas Schaaf;Male;1961;Mannheim;Germany;Europe;Coach;Team Sports;Sports;26;817282;31434;187.945
Michelle Rodriguez;Female;1978;San Antonio;United States;North America;Actor;Film And Theatre;Arts;40;16419984;410500;187.943
Michael Johnson;Male;1967;Dallas;United States;North America;Athlete;Individual Sports;Sports;38;1280029;33685;187.865
Rosie O'Donnell;Female;1962;Long Island;United States;North America;Actor;Film And Theatre;Arts;26;4671722;179682;187.854
Wesley Sneijder;Male;1984;Utrecht;Netherlands;Europe;Soccer Player;Team Sports;Sports;58;12192831;210221;187.851
Lena Headey;Female;1973;Hamilton;Bermuda;North America;Actor;Film And Theatre;Arts;28;12829272;458188;187.831
RZA;Male;1969;New York;United States;North America;Musician;Music;Arts;26;2707383;104130;187.792
Amy Winehouse;Female;1983;London;United Kingdom;Europe;Musician;Music;Arts;78;46157347;591761;187.768
Rafael van der Vaart;Male;1983;Heemskerk;Netherlands;Europe;Soccer Player;Team Sports;Sports;51;7377822;144663;187.756
Moritz Bleibtreu;Male;1971;Munich;Germany;Europe;Actor;Film And Theatre;Arts;26;2638735;101490;187.744
Edwin Moses;Male;1955;Dayton;United States;North America;Athlete;Individual Sports;Sports;26;690312;26550;187.727
Almaz Atambayev;Male;1956;Arashan;Kyrgyzstan;Asia;Politician;Government;Institutions;35;259621;7418;187.712
Jared Padalecki;Male;1982;San Antonio;United States;North America;Actor;Film And Theatre;Arts;34;11871411;349159;187.692
Debra Messing;Female;1968;New York;United States;North America;Actor;Film And Theatre;Arts;31;4538443;146401;187.685
Paul Wight;Male;1972;Aiken;United States;North America;Wrestler;Individual Sports;Sports;33;6953221;210704;187.674
Rufus Sewell;Male;1967;Twickenham;United Kingdom;Europe;Actor;Film And Theatre;Arts;26;3839711;147681;187.673
Prachanda;Male;1954;Dhikur Pokhari;Nepal;Asia;Politician;Government;Institutions;29;570158;19661;187.655
Rodrigo Santoro;Male;1975;Petrópolis;Brazil;South America;Actor;Film And Theatre;Arts;28;5339883;190710;187.639
Omar Epps;Male;1973;New York;United States;North America;Actor;Film And Theatre;Arts;27;4902204;181563;187.628
Tom DeLonge;Male;1975;San Diego;United States;North America;Musician;Music;Arts;31;5780605;186471;187.583
Tiger Woods;Male;1975;Los Angeles;United States;North America;Golfer;Individual Sports;Sports;56;20276204;362075;187.543
Evangeline Lilly;Female;1979;Fort Saskatchewan;Canada;North America;Actor;Film And Theatre;Arts;52;9862816;189670;187.535
Faure Gnassingbé;Male;1966;Afagnan;Togo;Africa;Politician;Government;Institutions;36;386501;10736;187.519
Claire Danes;Female;1979;New York;United States;North America;Actor;Film And Theatre;Arts;44;15441985;350954;187.501
M.I.A.;Female;1975;Hounslow;United Kingdom;Europe;Singer;Music;Arts;36;3222176;89505;187.466
Wyclef Jean;Male;1969;Croix-des-Bouquets;Haiti;North America;Singer;Music;Arts;36;5897999;163833;187.465
Mikhail Khodorkovsky;Male;1963;Moscow;Russia;Europe;Businessperson;Business;Business & Law;33;2661569;80654;187.452
Karim Benzema;Male;1987;Lyon;France;Europe;Soccer Player;Team Sports;Sports;59;11606041;196713;187.452
Sam Worthington;Male;1976;Godalming;United Kingdom;Europe;Actor;Film And Theatre;Arts;49;14470524;295317;18.744
Johnny Galecki;Male;1975;Bree;Belgium;Europe;Actor;Film And Theatre;Arts;27;18581540;688205;187.421
Gary Neville;Male;1975;Bury;United Kingdom;Europe;Soccer Player;Team Sports;Sports;51;3778849;74095;187.418
Javier Sotomayor;Male;1967;Limonar;Cuba;North America;Athlete;Individual Sports;Sports;32;1133179;35412;187.386
Bharrat Jagdeo;Male;1964;Unity Village;Guyana;South America;Politician;Government;Institutions;32;436565;13643;187.381
Brittany Murphy;Female;1977;Atlanta;United States;North America;Actor;Film And Theatre;Arts;49;31729934;647550;18.738
Antón Lamazares;Male;1954;Pontevedra;Spain;Europe;Painter;Fine Arts;Arts;26;57826;2224;187.372
Edward Furlong;Male;1977;Los Angeles;United States;North America;Actor;Film And Theatre;Arts;27;8061949;298591;187.371
Alain Robert;Male;1962;Digoin;France;Europe;Mountaineer;Individual Sports;Sports;26;1634831;62878;187.347
Robert Lefkowitz;Male;1943;New York;United States;North America;Physician;Medicine;Science & Technology;37;284743;7696;187.321
Diego Milito;Male;1979;Buenos Aires;Argentina;South America;Soccer Player;Team Sports;Sports;46;6427541;139729;187.311
Éric Abidal;Male;1979;Lyon;France;Europe;Soccer Player;Team Sports;Sports;48;5097363;106195;187.275
Park Ji-Sung;Male;1981;Goheung County;South Korea;Asia;Soccer Player;Team Sports;Sports;51;7085550;138932;187.246
Freddie Prinze, Jr.;Male;1976;Los Angeles;United States;North America;Actor;Film And Theatre;Arts;27;1982165;73414;187.228
David C. Jewitt;Male;1958;Other;United Kingdom;Europe;Astronomer;Natural Sciences;Science & Technology;27;103169;3821;187.226
Gerard Way;Male;1977;Summit;United States;North America;Singer;Music;Arts;33;6810955;206393;18.722
Ariel Ortega;Male;1974;Libertador General San Martín;Argentina;South America;Soccer Player;Team Sports;Sports;27;2288067;84743;187.208
Michael Bublé;Male;1975;Burnaby;Canada;North America;Singer;Music;Arts;41;16810260;410006;187.181
Sylvain Wiltord;Male;1974;Neuilly-sur-Marne;France;Europe;Soccer Player;Team Sports;Sports;32;1656160;51755;18.711
Yahya Jammeh;Male;1965;Kanilai;Gambia;Africa;Politician;Government;Institutions;39;674248;17288;187.108
Željko Komšić;Male;1964;Sarajevo;Bosnia And Herzegovina;Europe;Politician;Government;Institutions;26;339352;13052;187.081
Mark van Bommel;Male;1977;Maasbracht;Netherlands;Europe;Soccer Player;Team Sports;Sports;45;3931504;87367;187.063
Sarah Wayne Callies;Female;1977;Chicago;United States;North America;Actor;Film And Theatre;Arts;39;6988235;179186;18.701
Massimiliano Allegri;Male;1967;Livorno;Italy;Europe;Coach;Team Sports;Sports;29;1747469;60258;186.978
Elizabeth Banks;Female;1974;Pittsfield;United States;North America;Actor;Film And Theatre;Arts;33;14112584;427654;186.952
Adrian Mutu;Male;1979;Călineşti;Romania;Europe;Soccer Player;Team Sports;Sports;36;4218649;117185;18.69
Mandy Moore;Female;1984;Nashua;United States;North America;Singer;Music;Arts;41;16301619;397600;186.875
Rüştü Reçber;Male;1973;Antalya;Turkey;Asia;Soccer Player;Team Sports;Sports;36;2073684;57602;186.862
John Key;Male;1961;Auckland;New Zealand;Oceania;Politician;Government;Institutions;50;1340232;26805;186.829
Norah Jones;Female;1979;New York;United States;North America;Musician;Music;Arts;48;12479319;259986;186.807
Richard Simmons;Male;1948;New Orleans;United States;North America;Actor;Film And Theatre;Arts;28;3763352;134405;186.806
Kristanna Loken;Female;1979;Ghent;United States;North America;Actor;Film And Theatre;Arts;34;5658198;166418;186.799
Kajol;Female;1974;Mumbai;India;Asia;Actor;Film And Theatre;Arts;40;9776538;244413;186.749
Mark Webber;Male;1976;Queanbeyan;Australia;Oceania;Racecar Driver;Individual Sports;Sports;47;3978223;84643;186.721
Grégory Coupet;Male;1972;Le Puy-en-Velay;France;Europe;Soccer Player;Team Sports;Sports;31;1214942;39192;186.689
Tite Kubo;Male;1977;Fuchu;Japan;Asia;Comic Artist;Design;Arts;28;2806714;100240;186.682
Steve Zahn;Male;1967;Marshall;United States;North America;Actor;Film And Theatre;Arts;29;3803956;131171;186.591
Jon Stewart;Male;1962;New York;United States;North America;Presenter;Media Personality;Public Figure;39;8041685;206197;186.571
Gary Coleman;Male;1968;Zion;United States;North America;Actor;Film And Theatre;Arts;29;11012150;379729;186.548
Randy Pausch;Male;1960;Baltimore;United States;North America;Computer Scientist;Computer Science;Science & Technology;26;4564097;175542;186.506
Venki Ramakrishnan;Male;1952;Chidambaram;India;Asia;Chemist;Natural Sciences;Science & Technology;42;851978;20285;186.488
Kisan Baburao Hazare;Male;1937;Bhingar;India;Asia;Social Activist;Activism;Public Figure;39;4370163;112055;186.487
Chloë Sevigny;Female;1974;Springfield;United States;North America;Actor;Film And Theatre;Arts;28;8559979;305714;186.477
David Tennant;Male;1971;Bathgate;United Kingdom;Europe;Actor;Film And Theatre;Arts;34;12910464;379720;186.459
Petr Čech;Male;1982;Pilsen;Czech Republic;Europe;Soccer Player;Team Sports;Sports;56;7237347;129238;186.441
Gilberto Silva;Male;1976;Lagoa da Prata;Brazil;South America;Soccer Player;Team Sports;Sports;40;2308030;57701;186.437
Casey Affleck;Male;1975;Falmouth;United States;North America;Actor;Film And Theatre;Arts;30;7497007;249900;186.433
Seth Green;Male;1974;Overbrook Park;United States;North America;Actor;Film And Theatre;Arts;28;10450486;373232;186.391
Borut Pahor;Male;1963;Postojna;Slovenia;Europe;Politician;Government;Institutions;45;533841;11863;186.365
Reba McEntire;Female;1955;McAlester;United States;North America;Singer;Music;Arts;28;4986789;178100;186.342
Flo Rida;Male;1979;Carol City;United States;North America;Singer;Music;Arts;37;13177552;356150;186.336
Ole Gunnar Solskjær;Male;1973;Kristiansund;Norway;Europe;Soccer Player;Team Sports;Sports;37;3048106;82381;186.323
Mateja Kežman;Male;1979;Zemun;Serbia;Europe;Soccer Player;Team Sports;Sports;36;2503184;69533;186.304
John Edwards;Male;1953;Seneca;United States;North America;Politician;Government;Institutions;34;4773370;140393;186.221
Said Aouita;Male;1959;Kenitra;Morocco;Africa;Athlete;Individual Sports;Sports;26;321507;12366;18.622
